Data/Hora;Placa;Nr. de Frota;Descricao;Modelo;Volume (l);Odometro;Horimetro;Custo(R$);Frentista;Cod. do Frentista;Bomba;Cod. da Bomba;Tanque;Cod do Tanque;Posto;Cod. do Posto
21/05/2025 00:03;CS2002;CS2002;Compactador Planalto12m³;VW 17.260 Mec.;33.504;24023;1889;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 01:07;VM2017;VM2017;Varredeira V65;VW 17.210;138.057;7810;596;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 01:46;VM2005;VM2005;Varredeira V65;VW 17.210;111.580;17221;1099;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 01:52;VM2014;VM2014;Varredeira V65;VW 17.210;167.885;8002;710;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 01:57;VM2012;VM2012;Varredeira V65;VW 17.210;122.095;8437;730;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 02:13;VM2006;VM2006;Varredeira V65;VW 17.210;175.561;9552;749;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 05:00;CL3038;CL3038;Compactador Planalto 19m³;VW 26.260;58.780;32407;3097;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 05:09;PC2007;PC2007;Pá Carregadeira;636D;42.990;0;1958;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 05:15;CB3062;CB3062;Basculante 12m³;Atego 2429;71.733;62141;2961;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 05:22;CL3007;CL3007;Compactador Usimeca 19m³;VW 24.260 Aut.;48.838;61035;6080;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 05:36;CB3061;CB3061;Basculante 12m³;Atego 2429;86.361;24838;1220;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 05:41;CB3013;CB3013;Basculante 12m³;TECTOR 24-280;91.238;53959;2742;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 05:53;PC2002;PC2002;Pá Carregadeira;636D;66.571;0;1496;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 05:57;CL3031;CL3031;Compactador 19M³;VW 26.260;55.523;49860;4750;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 06:05;PC2017;PC2017;Pá Carregadeira;636D;37.752;0;2257;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 06:12;PC2014;PC2014;Pá Carregadeira;636D;47.500;0;1549;0.00;005 PA2 RESERVA;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 06:26;CB3042;CB3042;BASCULANTE 12M³;Tector 24-320;63.790;49286;2223;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 06:42;BS2001;BS2001;Baú Coleta Seletiva;-;106.571;176928;6848;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 06:46;RC2007;RC2007;Retroescavadeira;416.0;68.952;0;1543;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 06:50;RC2008;RC2008;Retroescavadeira;416.0;92.514;0;1753;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 06:59;PC2008;PC2008;Pá Carregadeira;636D;72.114;0;1737;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 07:11;RC2001;RC2001;Retroescavadeira;416.0;69.350;0;1666;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 07:26;CB3065;CB3065;Basculante 12m³;Atego 2429;98.723;24097;1154;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 07:38;BS3003;BS3003;Baú Coleta Seletiva;VW 24.280 Mec;73.733;23554;2215;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 07:51;VM2015;VM2015;Varredeira V65;VW 17.210;64.400;7062;585;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 07:56;VM2011;VM2011;Varredeira V65;VW 17.210;95.599;11226;807;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 08:03;VM2004;VM2004;Varredeira V65;VW 17.210;146.628;15753;1014;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 08:14;PC2016;PC2016;Pá Carregadeira;636D;53.790;0;797;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 08:43;PC2012;PC2012;Pá Carregadeira;636D;40.057;0;1470;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 11:45;CC14;CC14;Compactador 15m³;VW 17.260 Mec.;111.314;6542;6542;0.00;008 CLAUDIA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 13:44;CB3054;CB3054;Basculante 12m³;Atego 2429;95.352;46392;0;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 13:47;PC2011;PC2011;Pá Carregadeira;636D;80.500;0;1788;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 13:52;CB3023;CB3023;Basculante 12m³;Atego 2433;66.000;47811;2217;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 13:57;RC2006;RC2006;Retroescavadeira;416.0;66.095;0;2246;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 14:01;PC2007;PC2007;Pá Carregadeira;636D;36.228;0;1962;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 14:04;CB3060;CB3060;Basculante 12m³;Atego 2429;171.314;45822;2205;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 14:05;CL3033;CL3033;Compactador 19M³;VW 26.260;94.500;52358;4471;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 14:11;CB3025;CB3025;Basculante 12m³;Atego 2433;131.000;46565;2323;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 14:12;CB3057;CB3057;Basculante 12m³;Atego 2429;175.047;48479;2309;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 14:16;BS3010;BS3010;Baú Coleta Seletiva;Atego 2429;116.000;14657;1100;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 14:17;CB2014;CB2014;BASCULANTE 6M³;Atego 1719;118.500;29856;1456;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 14:20;CB3036;CB3036;Basculante 12m³;Atego 2433;158.476;67697;3166;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 14:23;CB3024;CB3024;Basculante 12m³;Atego 2433;174.000;38650;2043;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 14:24;CB2022;CB2022;BASCULANTE 6M³;Atego 1719;163.660;42516;2079;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 14:27;CL2015;CL2015;Compactador Planalto15m³;VW 17.260 Mec.;98.500;135111;9482;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 14:28;CB3009;CB3009;Basculante 12m³;TECTOR 24-280;112.571;54405;2732;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 14:30;RC2005;RC2005;Retroescavadeira;416.0;44.000;0;1430;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 14:33;CB3055;CB3055;Basculante 12m³;Atego 2429;169.500;16913;880;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 14:33;CB3056;CB3056;Basculante 12m³;Atego 2429;90.000;54812;0;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 14:34;CB2015;CB2015;BASCULANTE 6M³;Atego 1719;112.247;45529;2313;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 14:38;BS3009;BS3009;Baú Coleta Seletiva;Atego 2429;171.600;11531;897;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 14:45;CB3052;CB3052;Basculante 12m³;Atego 2429;199.504;38000;1948;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 14:47;CB3028;CB3028;Basculante 12m³;Atego 2433;137.409;43229;2123;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 14:48;BS2004;BS2004;Baú Coleta Seletiva;-;34.000;146074;4415;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 14:52;CL2014;CL2014;Compactador Planalto15m³;VW 17.260 Mec.;111.000;125867;8557;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 14:58;CL2001;CL2001;Compactador 15m³;VW 24.280 Mec;130.000;69309;6132;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 15:00;CB3016;CB3016;Basculante 12m³;TECTOR 24-280;148.000;50448;2638;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 15:01;CS2013;CS2013;Compactador Planalto15m³;VW 17.260 Mec.;85.000;21992;1875;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 15:03;BS3001;BS3001;Baú Coleta Seletiva;VW 24.280 Mec;98.000;23720;2005;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 15:06;CB3027;CB3027;Basculante 12m³;Atego 2433;100.000;45802;2232;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 15:06;CB2012;CB2012;BASCULANTE 6M³;Atego 1719;52.500;35601;1719;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 15:07;CL3025;CL3025;Compactador 19M³;VW 26.260;92.000;53891;4657;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 15:17;CS2005;CS2005;Compactador Planalto12m³;VW 17.260 Mec.;98.000;28763;2459;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 15:22;CS2010;CS2010;Compactador Planalto12m³;VW 17.260 Mec.;101.500;26637;2114;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 15:28;CL2002;CL2002;Compactador 15m³;VW 24.280 Mec;97.500;56738;5612;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 15:31;CB3037;CB3037;Basculante 12m³;Atego 2433;139.447;43900;2528;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 15:35;CB3029;CB3029;Basculante 12m³;Atego 2433;98.209;32197;2315;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 15:37;CS2011;CS2011;Compactador Planalto12m³;VW 17.260 Mec.;100.000;25303;2163;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 15:38;CB3058;CB3058;Basculante 12m³;Atego 2429;140.000;32911;1666;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 15:41;CL3035;CL3035;Compactador Planalto 19m³;VW 26.260;134.000;33531;3291;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 15:44;PC2003;PC2003;Pá Carregadeira;636D;66.000;0;862;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 15:47;CL3012;CL3012;Compactador Planalto 19m³;VW 24.260 Aut.;164.000;59216;5574;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 15:48;PC2005;PC2005;Pá Carregadeira;636D;74.000;0;2647;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 15:52;PC2015;PC2015;Pá Carregadeira;636D;66.419;0;1456;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 15:55;PC2002;PC2002;Pá Carregadeira;636D;59.123;0;1502;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 16:02;CS2014;CS2014;Compactador Planalto15m³;VW 17.260 Mec.;98.000;21913;1812;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 16:07;CC03;CC03;Compactador 15m³;VW 17.260 Mec.;115.000;44375;4497;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 16:11;CL3009;CL3009;Compactador Planalto 19m³;VW 24.260 Aut.;119.000;52526;5298;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 16:15;CC09;CC09;Compactador 15m³;VW 17.260 Mec.;207.000;68515;6308;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 16:18;CS2015;CS2015;Compactador Planalto15m³;VW 17.260 Mec.;77.000;24940;1835;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 16:22;BS3005;BS3005;Baú Coleta Seletiva;Atego 2426;98.500;33105;2887;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 16:27;CL3022;CL3022;Compactador Planalto 19m³;VW 24.260 Aut.;156.000;58934;5265;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 16:37;CL2007;CL2007;Compactador Planalto15m³;VW 18.260;134.133;55440;5127;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 16:38;CS2001;CS2001;Compactador Planalto12m³;VW 17.260 Mec.;67.500;23967;1849;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 16:38;CL3010;CL3010;Compactador Planalto 19m³;VW 24.260 Aut.;126.000;59263;5304;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 16:45;BS3002;BS3002;Baú Coleta Seletiva;VW 24.280 Mec;57.000;25949;2075;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 16:46;CS2007;CS2007;Compactador Planalto12m³;VW 17.260 Mec.;87.619;26245;2200;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 16:47;CL3007;CL3007;Compactador Usimeca 19m³;VW 24.260 Aut.;68.076;61119;6090;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 16:50;CL3016;CL3016;Compactador Planalto 19m³;VW 24.260;118.000;51548;5156;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 16:56;CC21;CC21;Compactador 15m³;VW 17.260 Mec.;86.500;80223;7108;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 17:01;BS2002;BS2002;Baú Coleta Seletiva;-;62.500;166190;5385;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 17:03;CL2013;CL2013;Compactador Planalto15m³;VW 17.260 Mec.;170.500;137257;10514;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 17:03;CL2005;CL2005;Compactador Planalto15m³;VW 18.260;120.000;59809;5086;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 17:09;CL3037;CL3037;Compactador Planalto 19m³;VW 26.260;119.000;34997;3047;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 17:12;CL3036;CL3036;Compactador Planalto 19m³;VW 26.260;100.000;29420;3117;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 17:15;CL3014;CL3014;Compactador Planalto 19m³;VW 24.260 Aut.;79.000;53225;5261;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 17:20;CC02;CC02;Compactador 15m³;VW 17.260 Mec.;99.000;64426;6179;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 17:28;CL3021;CL3021;Compactador Planalto 19m³;VW 24.260 Aut.;143.000;60072;5463;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 17:30;CL3018;CL3018;Compactador Planalto 19m³;VW 24.260;106.000;55750;5465;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 17:34;CL3039;CL3039;Compactador Planalto 19m³;VW 26.260;159.000;35559;3143;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 17:36;CL3017;CL3017;Compactador Planalto 19m³;VW 24.260;110.000;56673;5593;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 17:54;CL3003;CL3003;Compactador Usimeca 19m³;VW 24.260 Aut.;174.500;55593;5755;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 17:58;CL3008;CL3008;Compactador Planalto 19m³;VW 24.260 Aut.;89.000;47408;4524;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 18:01;CC13;CC13;Compactador 15m³;VW 17.260 Mec.;73.500;64595;6078;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 18:05;CL2006;CL2006;Compactador Planalto15m³;VW 18.260;107.500;60361;5460;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 18:07;CB3019;CB3019;Basculante 12m³;TECTOR 24-280;139.428;42109;2338;0.00;013 JULIANA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 18:14;CL3041;CL3041;Compactador Planalto 19m³;VW 24.260;79.123;30088;3019;0.00;013 JULIANA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 18:25;CL2003;CL2003;Compactador Planalto 15m³;VW 24.280 Mec;90.500;58666;5509;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 18:31;CL3024;CL3024;Compactador Planalto 19m³;VW 24.260 Aut.;154.500;58918;5529;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
21/05/2025 18:31;CL3038;CL3038;Compactador Planalto 19m³;VW 26.260;33.866;32497;3107;0.00;013 JULIANA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 18:34;CL3020;CL3020;Compactador Planalto 19m³;VW 24.260 Aut.;144.152;53579;5318;0.00;013 JULIANA;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 18:40;CL2004;CL2004;Compactador Planalto 15m³;VW 24.280 Mec;126.500;61567;5967;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 18:46;CL3043;CL3043;Compactador Planalto 19m³;VW 24.260;94.500;28959;2851;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 18:53;CL3006;CL3006;Compactador Usimeca 19m³;VW 24.260 Aut.;115.000;60098;5928;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 19:05;CL3019;CL3019;Compactador Planalto 19m³;VW 24.260 Aut.;139.847;49760;5255;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 19:09;CL3004;CL3004;Compactador Usimeca 19m³;VW 24.260 Aut.;135.500;61184;5868;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 19:17;CL3029;CL3029;Compactador 19M³;VW 26.260;103.276;46908;4743;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 19:40;CL3032;CL3032;Compactador 19M³;VW 26.260;103.500;48510;4551;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 19:46;CL3005;CL3005;Compactador Usimeca 19m³;VW 24.260 Aut.;171.000;55179;5470;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 19:48;CL3027;CL3027;Compactador 19M³;VW 26.260;100.500;67969;5183;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 19:56;CC10;CC10;Compactador 15m³;VW 17.260 Mec.;111.047;58944;6157;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 20:07;CL3002;CL3002;Compactador Usimeca 19m³;VW 24.260 Aut.;192.000;57384;6039;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 20:17;CL3034;CL3034;Compactador 19M³;VW 26.260;127.000;56442;5066;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
21/05/2025 20:17;CL3031;CL3031;Compactador 19M³;VW 26.260;88.114;50024;4762;0.00;009 RONI;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 20:17;CL19;CL19;Compactador 15m³;VW 17.260 Mec.;201.000;81716;7211;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 20:26;CL3015;CL3015;Compactador Planalto 19m³;VW 24.260 Aut.;145.500;51585;5641;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
21/05/2025 22:18;CC3003;CC3003;Caminhão Carroceria;Atego 2429;114.380;15510;858;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 22:31;CB3036;CB3036;Basculante 12m³;Atego 2433;42.742;67815;3171;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 22:38;CB3064;CB3064;Basculante 12m³;Atego 2429;98.076;50507;2508;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
21/05/2025 22:50;RC2011;RC2011;Retroescavadeira;416.0;72.476;0;1194;0.00;012 CLEITON;-;DIESEL S-10 - 01;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
