Data/Hora;Placa;Nr. de Frota;Descricao;Modelo;Volume (l);Odometro;Horimetro;Custo(R$);Frentista;Cod. do Frentista;Bomba;Cod. da Bomba;Tanque;Cod do Tanque;Posto;Cod. do Posto
27/05/2025 07:44;CC17;CC17;Compactador 15m³;VW 17.260 Mec.;101.828;143522;13444;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 07:49;CC14;CC14;Compactador 15m³;VW 17.260 Mec.;122.952;6617;6617;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 07:56;RC2007;RC2007;Retroescavadeira;416.0;74.057;0;1572;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 08:01;CC10;CC10;Compactador 15m³;VW 17.260 Mec.;113.561;59444;6227;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 08:07;CL3019;CL3019;Compactador Planalto 19m³;VW 24.260 Aut.;90.323;50595;5339;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 08:11;CL3020;CL3020;Compactador Planalto 19m³;VW 24.260 Aut.;139.771;54271;5392;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 10:18;ATERRO;ATERRO;COMBOIO;-;2000.990;0;0.0;0.00;001 CURINGA ANTONIO;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 13:34;CB3038;CB3038;Basculante 12m³;Atego 2433;164.000;32399;2310;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 13:43;CB3005;CB3005;Basculante 12m³;VW 24.280 Mec;106.438;36916;2064;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 13:45;PC2011;PC2011;Pá Carregadeira;636D;81.000;0;1825;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 13:54;CB2022;CB2022;BASCULANTE 6M³;Atego 1719;144.440;42988;2106;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 13:58;RC2001;RC2001;Retroescavadeira;416.0;86.019;0;1724;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 14:22;CB3059;CB3059;Basculante 12m³;Atego 2429;178.438;33416;1518;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 14:27;PC2008;PC2008;Pá Carregadeira;636D;85.428;0;1777;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 14:42;CB3016;CB3016;Basculante 12m³;TECTOR 24-280;84.500;51708;2688;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 14:53;RC2005;RC2005;Retroescavadeira;416.0;55.500;0;1471;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 14:58;CB3040;CB3040;Basculante 12m³;Atego 2433;138.438;44000;2509;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 15:05;CB2012;CB2012;BASCULANTE 6M³;Atego 1719;61.000;36448;1762;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 15:09;CB3058;CB3058;Basculante 12m³;Atego 2429;166.500;33609;1697;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 15:13;CS2013;CS2013;Compactador Planalto15m³;VW 17.260 Mec.;89.000;22857;1944;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 15:18;CB3023;CB3023;Basculante 12m³;Atego 2433;91.000;48802;2260;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 15:19;CB3024;CB3024;Basculante 12m³;Atego 2433;104.000;39848;2094;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 15:22;CB3056;CB3056;Basculante 12m³;Atego 2429;90.000;55733;0;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 15:26;CB3027;CB3027;Basculante 12m³;Atego 2433;92.000;46856;2279;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 15:27;PC2003;PC2003;Pá Carregadeira;636D;73.500;0;904;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 15:30;PC2012;PC2012;Pá Carregadeira;636D;76.000;0;1506;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 15:33;RC2011;RC2011;Retroescavadeira;416.0;61.200;0;1224;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 15:33;PC2005;PC2005;Pá Carregadeira;636D;87.000;0;2700;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 15:35;CB3041;CB3041;Basculante 12m³;Atego 2433;36.742;73676;3311;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 15:38;CB3060;CB3060;Basculante 12m³;Atego 2429;168.571;46974;2261;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 15:41;BS3002;BS3002;Baú Coleta Seletiva;VW 24.280 Mec;133.000;26615;2137;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 15:47;CS2011;CS2011;Compactador Planalto12m³;VW 17.260 Mec.;88.000;26166;2237;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 15:47;CL19;CL19;Compactador 15m³;VW 17.260 Mec.;86.000;82616;7295;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 15:55;PC2016;PC2016;Pá Carregadeira;636D;45.961;0;832;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 15:56;BS2005;BS2005;Baú Coleta Seletiva;-;41.000;137171;5313;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 16:06;CL3037;CL3037;Compactador Planalto 19m³;VW 26.260;110.000;35909;3129;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 16:11;CB2018;CB2018;BASCULANTE 6M³;Atego 1719;146.000;38106;1936;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 16:16;CS2002;CS2002;Compactador Planalto12m³;VW 17.260 Mec.;82.933;25153;1980;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 16:25;CS2010;CS2010;Compactador Planalto12m³;VW 17.260 Mec.;75.500;27627;2190;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 16:34;CL3006;CL3006;Compactador Usimeca 19m³;VW 24.260 Aut.;128.500;60956;6016;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 16:40;BS2002;BS2002;Baú Coleta Seletiva;-;37.000;166971;5449;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 16:47;CS2007;CS2007;Compactador Planalto12m³;VW 17.260 Mec.;93.409;27229;2270;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 16:56;CL3017;CL3017;Compactador Planalto 19m³;VW 24.260;125.000;57608;5685;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 17:06;CL3016;CL3016;Compactador Planalto 19m³;VW 24.260;106.000;52481;5242;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 17:07;CS2001;CS2001;Compactador Planalto12m³;VW 17.260 Mec.;59.500;24741;1902;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 17:12;BS2004;BS2004;Baú Coleta Seletiva;-;46.500;147166;4484;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 17:13;CS2014;CS2014;Compactador Planalto15m³;VW 17.260 Mec.;117.000;22344;1849;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 17:22;CL2002;CL2002;Compactador 15m³;VW 24.280 Mec;96.500;57701;5704;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 17:27;CL3036;CL3036;Compactador Planalto 19m³;VW 26.260;119.000;30158;3195;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 17:29;CC03;CC03;Compactador 15m³;VW 17.260 Mec.;108.000;45275;4579;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 17:33;CL3027;CL3027;Compactador 19M³;VW 26.260;83.000;69134;5265;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 17:37;CL3039;CL3039;Compactador Planalto 19m³;VW 26.260;131.000;36857;3229;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 17:37;CL2018;CL2018;Compactador Planalto15m³;VW 17.260 Mec.;108.500;98602;8890;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 17:42;CL3003;CL3003;Compactador Usimeca 19m³;VW 24.260 Aut.;97.000;56509;5842;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 17:48;CC18;CC18;Compactador 15m³;VW 17.260 Mec.;160.500;88510;8577;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 17:48;CL3032;CL3032;Compactador 19M³;VW 26.260;182.500;49484;4640;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 17:52;CL3035;CL3035;Compactador Planalto 19m³;VW 26.260;129.000;34391;3382;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 17:59;CL3043;CL3043;Compactador Planalto 19m³;VW 24.260;139.000;29869;2937;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 18:15;CL3015;CL3015;Compactador Planalto 19m³;VW 24.260 Aut.;5.000;51995;5694;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 18:16;CL3015;CL3015;Compactador Planalto 19m³;VW 24.260 Aut.;108.000;51995;5694;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 18:23;CL3042;CL3042;Compactador Planalto 19m³;VW 24.260;130.500;33411;3000;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 18:25;CL3013;CL3013;Compactador Planalto 19m³;VW 24.260 Aut.;134.000;57915;5504;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 18:44;CL3021;CL3021;Compactador Planalto 19m³;VW 24.260 Aut.;129.000;61023;5547;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 18:46;CL3009;CL3009;Compactador Planalto 19m³;VW 24.260 Aut.;103.500;53350;5383;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 18:48;CS2015;CS2015;Compactador Planalto15m³;VW 17.260 Mec.;106.000;25614;1876;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 18:50;CL3004;CL3004;Compactador Usimeca 19m³;VW 24.260 Aut.;149.000;62092;5953;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 18:53;CL3024;CL3024;Compactador Planalto 19m³;VW 24.260 Aut.;154.000;59831;5608;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 18:53;CL3023;CL3023;Compactador Planalto 19m³;VW 24.260 Aut.;154.500;61823;5517;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 18:56;CL2004;CL2004;Compactador Planalto 15m³;VW 24.280 Mec;82.000;62342;6002;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 18:58;CL3025;CL3025;Compactador 19M³;VW 26.260;99.500;54789;4739;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 19:03;CL3008;CL3008;Compactador Planalto 19m³;VW 24.260 Aut.;144.000;48191;4595;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 19:07;CL3002;CL3002;Compactador Usimeca 19m³;VW 24.260 Aut.;173.000;58233;6134;0.00;004 HIGOR;-;DIESEL S-10;-;PA2;-;CONSORCIO LIMPA GYN PA2;-
27/05/2025 19:08;CL3014;CL3014;Compactador Planalto 19m³;VW 24.260 Aut.;144.000;54109;5351;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 19:14;CC09;CC09;Compactador 15m³;VW 17.260 Mec.;103.000;69045;6347;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 19:20;CL2005;CL2005;Compactador Planalto15m³;VW 18.260;135.000;60510;5145;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 19:23;CL3031;CL3031;Compactador 19M³;VW 26.260;107.714;51040;4856;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 19:35;CC02;CC02;Compactador 15m³;VW 17.260 Mec.;114.000;65467;6264;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 19:39;CL3029;CL3029;Compactador 19M³;VW 26.260;89.580;47666;4820;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 19:39;CL3022;CL3022;Compactador Planalto 19m³;VW 24.260 Aut.;180.000;60054;5355;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 19:44;CL2006;CL2006;Compactador Planalto15m³;VW 18.260;112.500;61433;5544;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 19:46;CL3012;CL3012;Compactador Planalto 19m³;VW 24.260 Aut.;161.000;60305;5662;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 19:49;CL3041;CL3041;Compactador Planalto 19m³;VW 24.260;182.000;30760;3092;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 19:55;CL3026;CL3026;Compactador 19M³;VW 26.260;95.390;54972;4824;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 20:13;CL3033;CL3033;Compactador 19M³;VW 26.260;148.000;53603;4555;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 20:20;CL3030;CL3030;Compactador 19M³;VW 26.260;137.500;42159;3868;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 20:23;CL3007;CL3007;Compactador Usimeca 19m³;VW 24.260 Aut.;140.704;61944;6178;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 20:26;CL3011;CL3011;Compactador Planalto 19m³;VW 24.260 Aut.;158.000;37007;3254;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 20:27;CL3040;CL3040;Compactador Planalto 19m³;VW 26.260;89.238;33138;3223;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 20:28;CL3010;CL3010;Compactador Planalto 19m³;VW 24.260 Aut.;113.000;5377;5377;0.00;002 SILVANETE;-;DIESEL S-10 ;-;PA1;-;CONSORCIO LIMPA GYN PA1;-
27/05/2025 20:37;CC17;CC17;Compactador 15m³;VW 17.260 Mec.;57.733;143627;13456;0.00;009 RONI;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 20:40;CL2013;CL2013;Compactador Planalto15m³;VW 17.260 Mec.;100.000;138169;10587;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 21:01;CL3034;CL3034;Compactador 19M³;VW 26.260;96.000;57353;5161;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 21:09;CL2014;CL2014;Compactador Planalto15m³;VW 17.260 Mec.;142.500;127002;8643;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 21:27;CL3018;CL3018;Compactador Planalto 19m³;VW 24.260;149.500;56788;5563;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 21:33;CL2003;CL2003;Compactador Planalto 15m³;VW 24.280 Mec;131.500;59363;5600;0.00;006 ADAIAS;-;CONSORCIO LIMPA GYN - PA3 S10;-;PA3;-;CONSORCIO LIMPA GYN - PA3;-
27/05/2025 22:24;CB3040;CB3040;Basculante 12m³;Atego 2433;4.533;44363;2509;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 22:32;PC2002;PC2002;Pá Carregadeira;636D;64.876;0;1544;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 22:43;CB3019;CB3019;Basculante 12m³;TECTOR 24-280;135.885;43226;2393;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 22:57;PC2016;PC2016;Pá Carregadeira;636D;22.952;0;835;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 22:59;CB3042;CB3042;BASCULANTE 12M³;Tector 24-320;64.190;50688;2299;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 23:02;CB3054;CB3054;Basculante 12m³;Atego 2429;131.447;47796;0;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 23:09;CB3064;CB3064;Basculante 12m³;Atego 2429;107.523;51706;2566;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 23:13;CB3029;CB3029;Basculante 12m³;Atego 2433;99.942;33383;2375;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
27/05/2025 23:17;CB3018;CB3018;Basculante 12m³;TECTOR 24-280;110.704;25248;0;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 00:47;CB3005;CB3005;Basculante 12m³;VW 24.280 Mec;2.476;36916;2064;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 01:01;VM2011;VM2011;Varredeira V65;VW 17.210;116.209;11970;865;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 01:14;VM2006;VM2006;Varredeira V65;VW 17.210;186.838;10297;812;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 01:19;VM2007;VM2007;Varredeira V65;VW 17.210;217.238;16858;992;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 01:25;VM2012;VM2012;Varredeira V65;VW 17.210;141.657;9141;795;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 01:30;VM2015;VM2015;Varredeira V65;VW 17.210;141.428;7601;639;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 01:43;CS2002;CS2002;Compactador Planalto12m³;VW 17.260 Mec.;49.714;25267;1988;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 04:15;CL3031;CL3031;Compactador 19M³;VW 26.260;55.123;51127;4864;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 05:00;CB3062;CB3062;Basculante 12m³;Atego 2429;118.304;63341;3021;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 05:07;CL3020;CL3020;Compactador Planalto 19m³;VW 24.260 Aut.;143.904;54447;5410;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 05:13;CB3053;CB3053;Basculante 12m³;Atego 2429;138.647;54610;2758;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 05:18;RC2012;RC2012;Retroescavadeira;416.0;111.942;0;2440;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 05:21;PC2016;PC2016;Pá Carregadeira;636D;52.304;0;840;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 05:24;PC2006;PC2006;Pá Carregadeira;636D;54.419;0;1260;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 05:26;PC2007;PC2007;Pá Carregadeira;636D;38.704;0;2011;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 05:29;CB3061;CB3061;Basculante 12m³;Atego 2429;122.019;26658;1308;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 05:34;CB3059;CB3059;Basculante 12m³;Atego 2429;95.199;33657;1529;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 05:40;CB3050;CB3050;Basculante 12m³;Atego 2429;125.161;19304;923;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 05:48;CB2020;CB2020;BASCULANTE 6M³;Atego 1719;66.300;19206;890;0.00;012 CLEITON;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 06:08;PC2020;PC2020;Pá Carregadeira;636D;81.866;0;947;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 06:12;PC2017;PC2017;Pá Carregadeira;636D;50.685;0;2285;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 06:15;RC2006;RC2006;Retroescavadeira;416.0;90.895;0;2293;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 06:18;PC2015;PC2015;Pá Carregadeira;636D;40.266;0;1482;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 06:22;RC2007;RC2007;Retroescavadeira;416.0;63.276;0;1585;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
28/05/2025 06:26;CB3036;CB3036;Basculante 12m³;Atego 2433;148.838;69197;3237;0.00;008 CLAUDIA;-;DIESEL S-10 - 02;-;PA4 ;-;CONSORCIO LIMPA GYN PA4;-
